date,humidity_missing,imputation
2023-02-01 13:00:00,1.65,-16.31
2023-02-01 14:00:00,1.63,1.54
2023-02-01 15:00:00,1.47,4.21
2023-02-01 16:00:00,,1.55
2023-02-01 17:00:00,,1.56
2023-02-01 18:00:00,1.62,-4.76
2023-02-01 19:00:00,1.64,-29.16
2023-02-01 20:00:00,1.53,-15.73
2023-02-01 21:00:00,1.57,-13.10
2023-02-01 22:00:00,1.44,-0.97
2023-02-01 23:00:00,1.59,-14.60
2023-02-02 00:00:00,1.63,-5.05
2023-02-02 01:00:00,1.61,-17.85
2023-02-02 02:00:00,1.68,-5.60
2023-02-02 03:00:00,1.57,-2.33
2023-02-02 04:00:00,,1.65
2023-02-02 05:00:00,1.67,-16.36
2023-02-02 06:00:00,1.69,-19.31
2023-02-02 07:00:00,1.70,-18.96
2023-02-02 08:00:00,1.70,-18.84
2023-02-02 09:00:00,1.61,-15.84
2023-02-02 10:00:00,,1.58
2023-02-02 11:00:00,,1.52
2023-02-02 12:00:00,1.51,4.09
2023-02-02 13:00:00,,1.44
2023-02-02 14:00:00,1.32,25.83
2023-02-02 15:00:00,1.44,-4.26
2023-02-02 16:00:00,1.47,0.71
2023-02-02 17:00:00,1.42,7.68
2023-02-02 18:00:00,1.47,4.96
2023-02-02 19:00:00,1.51,1.60
2023-02-02 20:00:00,1.69,-15.44
2023-02-02 21:00:00,1.61,-5.68
2023-02-02 22:00:00,1.77,-23.49
2023-02-02 23:00:00,,1.70
2023-02-03 00:00:00,1.62,-7.96
2023-02-03 01:00:00,1.54,-0.49
2023-02-03 02:00:00,1.57,7.28
2023-02-03 03:00:00,1.57,-10.14
2023-02-03 04:00:00,1.49,1.63
2023-02-03 05:00:00,1.50,-14.73
2023-02-03 06:00:00,1.74,1.66
2023-02-03 07:00:00,1.72,-21.85
2023-02-03 08:00:00,1.74,-14.11
2023-02-03 09:00:00,1.71,-27.71
2023-02-03 10:00:00,1.84,-45.80
2023-02-03 11:00:00,,1.65
2023-02-03 12:00:00,1.52,3.49
2023-02-03 13:00:00,1.52,-7.67
2023-02-03 14:00:00,,1.50
2023-02-03 15:00:00,1.37,10.68
2023-02-03 16:00:00,1.58,-24.99
2023-02-03 17:00:00,,1.59
2023-02-03 18:00:00,1.64,-22.94
2023-02-03 19:00:00,1.84,-57.21
2023-02-03 20:00:00,,1.69
2023-02-03 21:00:00,1.61,-8.46
2023-02-03 22:00:00,1.63,-6.49
2023-02-03 23:00:00,1.87,-45.30
2023-02-04 00:00:00,1.68,-25.02
2023-02-04 01:00:00,1.58,-10.47
2023-02-04 02:00:00,1.63,-2.52
2023-02-04 03:00:00,1.57,14.72
2023-02-04 04:00:00,1.69,-14.06
2023-02-04 05:00:00,1.76,-32.47
2023-02-04 06:00:00,1.77,-36.85
2023-02-04 07:00:00,1.62,-6.46
2023-02-04 08:00:00,1.64,-3.19
2023-02-04 09:00:00,1.61,-3.68
2023-02-04 10:00:00,,1.62
2023-02-04 11:00:00,1.65,-10.23
2023-02-04 12:00:00,1.61,-10.27
2023-02-04 13:00:00,1.51,-2.01
2023-02-04 14:00:00,,1.51
2023-02-04 15:00:00,,1.49
2023-02-04 16:00:00,1.45,1.49
2023-02-04 17:00:00,1.42,5.75
2023-02-04 18:00:00,1.49,11.18
2023-02-04 19:00:00,1.80,1.57
2023-02-04 20:00:00,1.60,1.61
2023-02-04 21:00:00,1.64,-10.89
2023-02-04 22:00:00,,1.68
2023-02-04 23:00:00,1.61,4.09
2023-02-05 00:00:00,1.68,-15.19
2023-02-05 01:00:00,,1.76
2023-02-05 02:00:00,1.75,-19.51
2023-02-05 03:00:00,1.82,-18.33
2023-02-05 04:00:00,1.77,-22.70
2023-02-05 05:00:00,1.74,-15.66
2023-02-05 06:00:00,1.68,1.73
2023-02-05 07:00:00,1.68,-30.50
2023-02-05 08:00:00,1.61,-24.19
2023-02-05 09:00:00,,1.65
2023-02-05 10:00:00,1.53,5.11
2023-02-05 11:00:00,1.57,-18.22
2023-02-05 12:00:00,1.48,-4.79
2023-02-05 13:00:00,1.60,-10.14
2023-02-05 14:00:00,1.55,1.52
2023-02-05 15:00:00,1.40,6.74
2023-02-05 16:00:00,,1.50
2023-02-05 17:00:00,1.54,1.64
2023-02-05 18:00:00,1.55,6.92
2023-02-05 19:00:00,1.61,1.61
2023-02-05 20:00:00,1.74,-25.64
2023-02-05 21:00:00,1.60,-11.41
2023-02-05 22:00:00,1.59,1.67
2023-02-05 23:00:00,1.64,-10.15
2023-02-06 00:00:00,1.65,-7.79
2023-02-06 01:00:00,1.72,-16.93
2023-02-06 02:00:00,1.54,8.34
2023-02-06 03:00:00,1.64,-7.17
2023-02-06 04:00:00,1.61,-6.89
2023-02-06 05:00:00,1.70,-16.76
2023-02-06 06:00:00,1.66,-26.35
2023-02-06 07:00:00,1.77,-47.61
2023-02-06 08:00:00,1.69,-11.69
2023-02-06 09:00:00,1.71,-32.11
2023-02-06 10:00:00,1.53,0.53
2023-02-06 11:00:00,1.61,-0.47
2023-02-06 12:00:00,1.51,-0.13
2023-02-06 13:00:00,1.59,-9.02
2023-02-06 14:00:00,,1.57
2023-02-06 15:00:00,1.44,8.23
2023-02-06 16:00:00,1.70,-17.26
2023-02-06 17:00:00,,1.68
2023-02-06 18:00:00,1.79,-25.74
2023-02-06 19:00:00,1.57,1.75
2023-02-06 20:00:00,1.78,-40.25
2023-02-06 21:00:00,1.83,-40.32
2023-02-06 22:00:00,1.74,-18.16
2023-02-06 23:00:00,1.78,-22.42
2023-02-07 00:00:00,1.68,1.28
2023-02-07 01:00:00,,1.76
2023-02-07 02:00:00,1.81,-43.83
2023-02-07 03:00:00,,1.74
2023-02-07 04:00:00,1.65,-8.94
2023-02-07 05:00:00,1.73,-16.69
2023-02-07 06:00:00,,1.69
2023-02-07 07:00:00,1.59,-9.09
2023-02-07 08:00:00,1.67,-13.78
2023-02-07 09:00:00,1.60,-1.79
2023-02-07 10:00:00,1.70,-33.21
2023-02-07 11:00:00,,1.64
2023-02-07 12:00:00,1.62,-6.68
2023-02-07 13:00:00,1.65,1.62
2023-02-07 14:00:00,,1.60
2023-02-07 15:00:00,1.60,-17.56
2023-02-07 16:00:00,,1.62
2023-02-07 17:00:00,1.52,-6.20
2023-02-07 18:00:00,,1.68
2023-02-07 19:00:00,1.73,-33.35
2023-02-07 20:00:00,1.63,-23.33
2023-02-07 21:00:00,1.81,-33.24
2023-02-07 22:00:00,1.73,1.74
2023-02-07 23:00:00,1.61,-3.70
2023-02-08 00:00:00,1.66,-23.25
2023-02-08 01:00:00,1.55,-14.85
2023-02-08 02:00:00,,1.65
2023-02-08 03:00:00,1.62,5.56
2023-02-08 04:00:00,,1.65
2023-02-08 05:00:00,1.46,9.72
2023-02-08 06:00:00,1.76,1.66
2023-02-08 07:00:00,1.73,-36.24
2023-02-08 08:00:00,,1.69
2023-02-08 09:00:00,1.75,-38.16
2023-02-08 10:00:00,,1.66
2023-02-08 11:00:00,,1.63
2023-02-08 12:00:00,1.57,4.45
2023-02-08 13:00:00,1.63,-17.12
2023-02-08 14:00:00,1.56,-10.54
2023-02-08 15:00:00,,1.58
2023-02-08 16:00:00,1.50,-13.28
2023-02-08 17:00:00,1.66,-17.16
2023-02-08 18:00:00,1.66,-18.68
2023-02-08 19:00:00,1.73,-38.60
2023-02-08 20:00:00,,1.67
2023-02-08 21:00:00,1.60,-12.80
2023-02-08 22:00:00,1.50,13.10
2023-02-08 23:00:00,1.65,1.65
2023-02-09 00:00:00,1.58,-8.15
2023-02-09 01:00:00,1.78,-32.41
2023-02-09 02:00:00,1.72,-19.39
2023-02-09 03:00:00,1.73,1.71
2023-02-09 04:00:00,1.67,-8.18
2023-02-09 05:00:00,1.74,1.69
2023-02-09 06:00:00,1.65,-11.05
2023-02-09 07:00:00,1.77,-31.29
2023-02-09 08:00:00,1.58,-11.24
2023-02-09 09:00:00,1.65,1.71
2023-02-09 10:00:00,1.74,-26.73
2023-02-09 11:00:00,1.64,-7.84
2023-02-09 12:00:00,,1.65
2023-02-09 13:00:00,,1.63
2023-02-09 14:00:00,1.38,1.61
2023-02-09 15:00:00,1.54,3.09
2023-02-09 16:00:00,1.64,0.59
2023-02-09 17:00:00,1.83,-59.67
2023-02-09 18:00:00,1.77,-26.06
2023-02-09 19:00:00,1.75,-28.02
2023-02-09 20:00:00,1.66,2.16
2023-02-09 21:00:00,1.69,-12.41
2023-02-09 22:00:00,,1.69
2023-02-09 23:00:00,1.70,-18.71
2023-02-10 00:00:00,1.63,-8.90
2023-02-10 01:00:00,1.62,-2.90
2023-02-10 02:00:00,,1.64
2023-02-10 03:00:00,1.62,-11.31
2023-02-10 04:00:00,1.60,-11.11
2023-02-10 05:00:00,,1.66
2023-02-10 06:00:00,1.83,1.65
2023-02-10 07:00:00,1.67,-33.37
2023-02-10 08:00:00,1.61,5.10
2023-02-10 09:00:00,1.70,-22.88
2023-02-10 10:00:00,,1.63
2023-02-10 11:00:00,1.61,-5.78
2023-02-10 12:00:00,1.56,14.84
2023-02-10 13:00:00,,1.59
2023-02-10 14:00:00,1.53,16.22
2023-02-10 15:00:00,1.45,3.77
2023-02-10 16:00:00,1.70,-26.88
2023-02-10 17:00:00,1.76,-46.45
2023-02-10 18:00:00,1.78,-26.11
2023-02-10 19:00:00,1.62,-22.07
2023-02-10 20:00:00,1.59,-15.10
2023-02-10 21:00:00,1.64,-9.28
2023-02-10 22:00:00,1.69,-31.57
2023-02-10 23:00:00,1.72,-30.52
2023-02-11 00:00:00,1.71,-23.00
2023-02-11 01:00:00,1.53,1.43
2023-02-11 02:00:00,1.62,-19.41
2023-02-11 03:00:00,,1.65
2023-02-11 04:00:00,1.62,-10.94
2023-02-11 05:00:00,1.64,-7.88
2023-02-11 06:00:00,1.61,7.25
2023-02-11 07:00:00,1.61,1.66
2023-02-11 08:00:00,,1.69
2023-02-11 09:00:00,1.67,-38.76
2023-02-11 10:00:00,1.75,-11.74
2023-02-11 11:00:00,1.58,-15.24
2023-02-11 12:00:00,1.61,-10.95
2023-02-11 13:00:00,1.61,-16.86
2023-02-11 14:00:00,,1.60
2023-02-11 15:00:00,,1.60
2023-02-11 16:00:00,1.59,-16.39
2023-02-11 17:00:00,1.59,-20.10
2023-02-11 18:00:00,1.65,-24.13
2023-02-11 19:00:00,,1.65
2023-02-11 20:00:00,,1.64
2023-02-11 21:00:00,1.53,-11.05
2023-02-11 22:00:00,1.59,-8.30
2023-02-11 23:00:00,1.66,1.65
2023-02-12 00:00:00,,1.75
2023-02-12 01:00:00,,1.73
2023-02-12 02:00:00,1.67,1.72
2023-02-12 03:00:00,,1.70
2023-02-12 04:00:00,,1.70
2023-02-12 05:00:00,1.62,-15.71
2023-02-12 06:00:00,1.72,-40.09
2023-02-12 07:00:00,1.67,-11.97
2023-02-12 08:00:00,1.66,1.63
2023-02-12 09:00:00,1.61,-11.71
2023-02-12 10:00:00,,1.49
2023-02-12 11:00:00,1.49,6.94
2023-02-12 12:00:00,1.34,16.54
2023-02-12 13:00:00,1.43,9.00
2023-02-12 14:00:00,1.26,19.08
2023-02-12 15:00:00,1.57,-16.54
2023-02-12 16:00:00,,1.51
2023-02-12 17:00:00,,1.55
2023-02-12 18:00:00,1.46,-7.66
2023-02-12 19:00:00,1.62,-19.37
2023-02-12 20:00:00,1.64,-2.56
2023-02-12 21:00:00,1.65,-28.24
2023-02-12 22:00:00,1.73,-29.75
2023-02-12 23:00:00,1.60,15.06
2023-02-13 00:00:00,1.78,-36.89
2023-02-13 01:00:00,,1.73
2023-02-13 02:00:00,1.50,-9.11
2023-02-13 03:00:00,1.71,-12.06
2023-02-13 04:00:00,,1.65
2023-02-13 05:00:00,1.49,3.35
2023-02-13 06:00:00,1.56,-3.19
2023-02-13 07:00:00,,1.62
2023-02-13 08:00:00,1.52,-5.47
2023-02-13 09:00:00,,1.62
2023-02-13 10:00:00,1.70,-17.79
2023-02-13 11:00:00,1.50,-0.55
2023-02-13 12:00:00,1.49,-0.72
2023-02-13 13:00:00,1.46,12.34
2023-02-13 14:00:00,1.31,20.08
2023-02-13 15:00:00,1.49,15.94
2023-02-13 16:00:00,1.71,-29.96
2023-02-13 17:00:00,1.76,-32.93
2023-02-13 18:00:00,1.69,-21.63
2023-02-13 19:00:00,1.82,-46.65
2023-02-13 20:00:00,1.66,-20.68
2023-02-13 21:00:00,1.66,-23.81
2023-02-13 22:00:00,1.65,-14.34
2023-02-13 23:00:00,1.71,-7.21
2023-02-14 00:00:00,1.80,-42.96
2023-02-14 01:00:00,1.79,-38.64
2023-02-14 02:00:00,1.76,-15.05
2023-02-14 03:00:00,1.66,1.58
2023-02-14 04:00:00,,1.72
2023-02-14 05:00:00,1.64,-10.44
2023-02-14 06:00:00,,1.74
2023-02-14 07:00:00,1.75,-32.91
2023-02-14 08:00:00,,1.73
2023-02-14 09:00:00,1.85,-43.39
2023-02-14 10:00:00,1.66,-27.77
2023-02-14 11:00:00,,1.66
2023-02-14 12:00:00,1.55,1.62
2023-02-14 13:00:00,,1.60
2023-02-14 14:00:00,1.63,-3.66
2023-02-14 15:00:00,1.54,14.90
2023-02-14 16:00:00,1.43,11.84
2023-02-14 17:00:00,1.58,1.63
2023-02-14 18:00:00,1.59,-10.70
2023-02-14 19:00:00,1.80,-40.96
2023-02-14 20:00:00,1.75,-20.70
2023-02-14 21:00:00,,1.73
2023-02-14 22:00:00,1.59,-5.08
2023-02-14 23:00:00,1.70,1.73
2023-02-15 00:00:00,1.68,-7.32
2023-02-15 01:00:00,,1.77
2023-02-15 02:00:00,,1.75
2023-02-15 03:00:00,1.86,-36.63
2023-02-15 04:00:00,1.62,-3.42
2023-02-15 05:00:00,1.70,-24.09
2023-02-15 06:00:00,,1.71
2023-02-15 07:00:00,1.73,-44.48
2023-02-15 08:00:00,1.65,-21.78
2023-02-15 09:00:00,,1.65
2023-02-15 10:00:00,1.58,-2.98
2023-02-15 11:00:00,1.60,-15.52
2023-02-15 12:00:00,1.52,-28.45
2023-02-15 13:00:00,1.58,-8.60
2023-02-15 14:00:00,1.38,-1.36
2023-02-15 15:00:00,1.58,-16.07
2023-02-15 16:00:00,1.71,-41.19
2023-02-15 17:00:00,1.64,-34.52
2023-02-15 18:00:00,1.62,1.66
2023-02-15 19:00:00,1.74,1.68
2023-02-15 20:00:00,,1.67
2023-02-15 21:00:00,1.65,-24.90
2023-02-15 22:00:00,1.69,-19.11
2023-02-15 23:00:00,1.57,-5.28
2023-02-16 00:00:00,,1.71
2023-02-16 01:00:00,1.76,-28.55
2023-02-16 02:00:00,1.73,-18.68
2023-02-16 03:00:00,1.68,-23.99
2023-02-16 04:00:00,1.62,-6.90
2023-02-16 05:00:00,1.54,6.99
2023-02-16 06:00:00,1.50,-4.45
2023-02-16 07:00:00,1.68,-21.74
2023-02-16 08:00:00,1.70,-22.60
2023-02-16 09:00:00,1.54,1.97
2023-02-16 10:00:00,,1.61
2023-02-16 11:00:00,,1.59
2023-02-16 12:00:00,1.58,-2.81
2023-02-16 13:00:00,1.49,-3.11
2023-02-16 14:00:00,,1.60
2023-02-16 15:00:00,1.48,9.13
2023-02-16 16:00:00,1.71,-25.15
2023-02-16 17:00:00,1.57,-0.73
2023-02-16 18:00:00,1.52,-3.84
2023-02-16 19:00:00,1.55,-0.88
2023-02-16 20:00:00,1.53,-5.49
2023-02-16 21:00:00,1.68,-15.64
2023-02-16 22:00:00,1.58,-5.28
2023-02-16 23:00:00,1.58,-3.86
2023-02-17 00:00:00,1.55,1.61
2023-02-17 01:00:00,1.79,-40.91
2023-02-17 02:00:00,1.73,-23.66
2023-02-17 03:00:00,1.64,-14.82
2023-02-17 04:00:00,1.78,-27.13
2023-02-17 05:00:00,1.73,-33.27
2023-02-17 06:00:00,1.47,11.12
2023-02-17 07:00:00,1.71,-22.99
2023-02-17 08:00:00,,1.70
2023-02-17 09:00:00,1.71,-19.74
2023-02-17 10:00:00,1.71,-29.84
2023-02-17 11:00:00,,1.70
2023-02-17 12:00:00,1.72,-25.62
2023-02-17 13:00:00,1.72,-18.22
2023-02-17 14:00:00,1.72,1.69
2023-02-17 15:00:00,1.72,-20.80
2023-02-17 16:00:00,1.73,-35.52
2023-02-17 17:00:00,,1.70
2023-02-17 18:00:00,1.73,-14.05
2023-02-17 19:00:00,,1.70
2023-02-17 20:00:00,1.74,-14.61
2023-02-17 21:00:00,1.74,-15.67
2023-02-17 22:00:00,1.74,-16.40
2023-02-17 23:00:00,1.74,-20.05
2023-02-18 00:00:00,,1.74
2023-02-18 01:00:00,1.75,-17.89
2023-02-18 02:00:00,1.75,-35.12
2023-02-18 03:00:00,,1.76
2023-02-18 04:00:00,1.75,-10.05
2023-02-18 05:00:00,1.75,-34.05
2023-02-18 06:00:00,1.76,-38.33
2023-02-18 07:00:00,,1.78
2023-02-18 08:00:00,1.76,-23.78
2023-02-18 09:00:00,,1.78
2023-02-18 10:00:00,,1.78
2023-02-18 11:00:00,,1.76
2023-02-18 12:00:00,1.77,-15.41
2023-02-18 13:00:00,1.77,-23.35
2023-02-18 14:00:00,1.77,-8.02
2023-02-18 15:00:00,1.78,-19.59
2023-02-18 16:00:00,,1.72
2023-02-18 17:00:00,,1.72
2023-02-18 18:00:00,1.78,-40.11
2023-02-18 19:00:00,1.78,-24.05
2023-02-18 20:00:00,,1.75
2023-02-18 21:00:00,1.79,-28.50
2023-02-18 22:00:00,1.65,-1.75
2023-02-18 23:00:00,1.73,-26.58
2023-02-19 00:00:00,,1.72
2023-02-19 01:00:00,1.67,-9.46
2023-02-19 02:00:00,1.68,-7.44
2023-02-19 03:00:00,1.78,1.72
2023-02-19 04:00:00,,1.75
2023-02-19 05:00:00,1.64,0.98
2023-02-19 06:00:00,1.80,-17.41
2023-02-19 07:00:00,1.64,-13.01
2023-02-19 08:00:00,,1.76
2023-02-19 09:00:00,1.80,-31.77
2023-02-19 10:00:00,1.85,-35.90
2023-02-19 11:00:00,1.79,-27.46
2023-02-19 12:00:00,1.58,-15.75
2023-02-19 13:00:00,1.54,-8.56
2023-02-19 14:00:00,1.60,-14.28
2023-02-19 15:00:00,1.53,-16.31
2023-02-19 16:00:00,1.49,5.15
2023-02-19 17:00:00,1.49,13.99
2023-02-19 18:00:00,1.55,-7.40
2023-02-19 19:00:00,1.48,-3.38
2023-02-19 20:00:00,1.71,-37.74
2023-02-19 21:00:00,,1.66
2023-02-19 22:00:00,1.69,-9.98
2023-02-19 23:00:00,1.65,-26.04
2023-02-20 00:00:00,1.58,-2.02
2023-02-20 01:00:00,1.72,-19.85
2023-02-20 02:00:00,,1.65
2023-02-20 03:00:00,1.52,1.71
2023-02-20 04:00:00,,1.70
2023-02-20 05:00:00,1.74,-34.17
2023-02-20 06:00:00,1.82,-38.87
2023-02-20 07:00:00,1.70,-25.73
2023-02-20 08:00:00,1.66,-33.55
2023-02-20 09:00:00,1.61,-3.22
2023-02-20 10:00:00,1.72,-4.96
2023-02-20 11:00:00,1.50,12.09
2023-02-20 12:00:00,1.33,12.40
2023-02-20 13:00:00,1.42,2.84
2023-02-20 14:00:00,,1.55
2023-02-20 15:00:00,1.66,-10.00
2023-02-20 16:00:00,1.76,-40.02
2023-02-20 17:00:00,1.76,-35.92
2023-02-20 18:00:00,1.67,-19.54
2023-02-20 19:00:00,1.63,-11.01
2023-02-20 20:00:00,1.57,-19.72
2023-02-20 21:00:00,,1.68
2023-02-20 22:00:00,1.46,6.89
2023-02-20 23:00:00,1.72,-13.60
2023-02-21 00:00:00,1.67,-12.66
2023-02-21 01:00:00,1.61,-1.42
2023-02-21 02:00:00,,1.68
2023-02-21 03:00:00,1.67,-18.97
2023-02-21 04:00:00,1.57,-3.47
2023-02-21 05:00:00,1.76,-12.36
2023-02-21 06:00:00,,1.72
2023-02-21 07:00:00,1.78,-20.27
2023-02-21 08:00:00,1.62,2.93
2023-02-21 09:00:00,,1.69
2023-02-21 10:00:00,,1.66
2023-02-21 11:00:00,1.65,-20.18
2023-02-21 12:00:00,,1.61
2023-02-21 13:00:00,1.53,1.60
2023-02-21 14:00:00,1.57,-5.37
2023-02-21 15:00:00,1.53,9.03
2023-02-21 16:00:00,1.65,-21.76
2023-02-21 17:00:00,1.68,-48.05
2023-02-21 18:00:00,,1.65
2023-02-21 19:00:00,1.73,1.64
2023-02-21 20:00:00,1.54,1.45
2023-02-21 21:00:00,1.70,-10.05
2023-02-21 22:00:00,,1.64
2023-02-21 23:00:00,1.68,-21.40
2023-02-22 00:00:00,1.62,-3.23
2023-02-22 01:00:00,,1.66
2023-02-22 02:00:00,,1.68
2023-02-22 03:00:00,1.73,-26.77
2023-02-22 04:00:00,1.63,-21.99
2023-02-22 05:00:00,1.61,-3.07
2023-02-22 06:00:00,1.55,-6.08
2023-02-22 07:00:00,1.78,-44.99
2023-02-22 08:00:00,,1.69
2023-02-22 09:00:00,,1.66
2023-02-22 10:00:00,1.64,-14.67
2023-02-22 11:00:00,1.58,-5.23
2023-02-22 12:00:00,1.61,-9.70
2023-02-22 13:00:00,1.51,5.50
2023-02-22 14:00:00,1.63,-15.12
2023-02-22 15:00:00,1.58,2.05
2023-02-22 16:00:00,1.71,-17.77
2023-02-22 17:00:00,1.74,-19.13
2023-02-22 18:00:00,1.81,-34.05
2023-02-22 19:00:00,1.72,-21.38
2023-02-22 20:00:00,1.77,-24.08
2023-02-22 21:00:00,1.54,18.09
2023-02-22 22:00:00,1.71,-3.71
2023-02-22 23:00:00,1.64,1.69
2023-02-23 00:00:00,1.63,-10.47
2023-02-23 01:00:00,1.67,-12.96
2023-02-23 02:00:00,1.63,-1.19
2023-02-23 03:00:00,1.58,-3.45
2023-02-23 04:00:00,,1.65
2023-02-23 05:00:00,1.64,-6.99
2023-02-23 06:00:00,1.72,-25.75
2023-02-23 07:00:00,1.78,-39.24
2023-02-23 08:00:00,1.62,-10.47
2023-02-23 09:00:00,1.63,1.65
2023-02-23 10:00:00,1.58,-20.80
2023-02-23 11:00:00,1.43,1.49
2023-02-23 12:00:00,1.56,-17.58
2023-02-23 13:00:00,1.55,-7.45
2023-02-23 14:00:00,1.56,-5.14
2023-02-23 15:00:00,1.75,-48.46
2023-02-23 16:00:00,1.93,-52.71
2023-02-23 17:00:00,,1.74
2023-02-23 18:00:00,1.77,-22.56
2023-02-23 19:00:00,1.69,-14.22
2023-02-23 20:00:00,,1.70
2023-02-23 21:00:00,,1.65
2023-02-23 22:00:00,1.59,-4.18
2023-02-23 23:00:00,1.51,3.28
2023-02-24 00:00:00,1.57,5.89
2023-02-24 01:00:00,1.70,-8.82
2023-02-24 02:00:00,1.66,-20.92
2023-02-24 03:00:00,,1.62
2023-02-24 04:00:00,1.49,3.09
2023-02-24 05:00:00,,1.61
2023-02-24 06:00:00,,1.62
2023-02-24 07:00:00,1.45,-3.70
2023-02-24 08:00:00,1.72,-37.65
2023-02-24 09:00:00,1.59,-18.10
2023-02-24 10:00:00,1.68,-16.69
2023-02-24 11:00:00,1.66,-41.88
2023-02-24 12:00:00,1.50,-4.93
2023-02-24 13:00:00,1.56,7.59
2023-02-24 14:00:00,1.65,-6.51
2023-02-24 15:00:00,1.72,-23.06
2023-02-24 16:00:00,1.95,-62.51
2023-02-24 17:00:00,2.08,-87.16
2023-02-24 18:00:00,1.76,-42.90
2023-02-24 19:00:00,1.61,-10.63
2023-02-24 20:00:00,1.41,34.65
2023-02-24 21:00:00,,1.67
2023-02-24 22:00:00,1.71,1.62
2023-02-24 23:00:00,1.60,-7.72
2023-02-25 00:00:00,1.61,-8.27
2023-02-25 01:00:00,,1.56
2023-02-25 02:00:00,1.44,9.32
2023-02-25 03:00:00,1.53,1.57
2023-02-25 04:00:00,1.51,-4.23
2023-02-25 05:00:00,1.65,-6.17
2023-02-25 06:00:00,1.59,-17.95
2023-02-25 07:00:00,1.66,-19.32
2023-02-25 08:00:00,1.77,-27.73
2023-02-25 09:00:00,1.46,-1.88
2023-02-25 10:00:00,1.55,-11.05
2023-02-25 11:00:00,1.63,-23.15
2023-02-25 12:00:00,1.69,-28.71
2023-02-25 13:00:00,1.49,-10.64
2023-02-25 14:00:00,1.79,1.65
2023-02-25 15:00:00,,1.66
2023-02-25 16:00:00,,1.70
2023-02-25 17:00:00,1.80,-50.51
2023-02-25 18:00:00,1.82,1.69
2023-02-25 19:00:00,1.61,-27.69
2023-02-25 20:00:00,1.52,1.58
2023-02-25 21:00:00,1.49,-2.40
2023-02-25 22:00:00,1.28,17.17
2023-02-25 23:00:00,1.44,4.43
2023-02-26 00:00:00,1.42,9.91
2023-02-26 01:00:00,1.60,1.53
2023-02-26 02:00:00,1.66,-17.31
2023-02-26 03:00:00,1.45,4.98
2023-02-26 04:00:00,1.54,-7.14
2023-02-26 05:00:00,,1.60
2023-02-26 06:00:00,1.63,-16.87
2023-02-26 07:00:00,,1.62
2023-02-26 08:00:00,,1.62
2023-02-26 09:00:00,,1.62
2023-02-26 10:00:00,1.59,-10.14
2023-02-26 11:00:00,1.50,-12.78
2023-02-26 12:00:00,1.68,-16.60
2023-02-26 13:00:00,1.47,8.68
2023-02-26 14:00:00,1.80,-30.38
2023-02-26 15:00:00,1.76,-36.43
2023-02-26 16:00:00,1.82,1.65
2023-02-26 17:00:00,2.00,1.59
2023-02-26 18:00:00,1.72,-28.02
2023-02-26 19:00:00,,1.50
2023-02-26 20:00:00,1.33,28.08
2023-02-26 21:00:00,1.23,51.97
2023-02-26 22:00:00,1.37,21.91
2023-02-26 23:00:00,1.42,14.02
2023-02-27 00:00:00,1.42,19.27
2023-02-27 01:00:00,,1.44
2023-02-27 02:00:00,,1.41
2023-02-27 03:00:00,1.42,0.11
2023-02-27 04:00:00,1.40,8.68
2023-02-27 05:00:00,1.43,-2.58
2023-02-27 06:00:00,1.54,4.26
2023-02-27 07:00:00,1.51,0.37
2023-02-27 08:00:00,1.54,1.56
2023-02-27 09:00:00,1.61,-23.06
2023-02-27 10:00:00,1.46,1.19
2023-02-27 11:00:00,1.68,-25.82
2023-02-27 12:00:00,1.54,10.65
2023-02-27 13:00:00,1.59,-4.97
2023-02-27 14:00:00,1.54,-6.52
2023-02-27 15:00:00,1.45,-1.71
2023-02-27 16:00:00,1.59,-21.60
2023-02-27 17:00:00,1.72,-42.99
2023-02-27 18:00:00,1.51,-5.05
2023-02-27 19:00:00,1.43,-0.43
2023-02-27 20:00:00,1.48,19.47
2023-02-27 21:00:00,1.45,10.77
2023-02-27 22:00:00,1.33,17.24
2023-02-27 23:00:00,1.40,12.63
2023-02-28 00:00:00,,1.56
2023-02-28 01:00:00,1.57,9.27
2023-02-28 02:00:00,,1.58
2023-02-28 03:00:00,1.51,-13.39
2023-02-28 04:00:00,1.58,9.98
2023-02-28 05:00:00,,1.61
2023-02-28 06:00:00,1.66,-20.12
2023-02-28 07:00:00,1.60,-11.40
2023-02-28 08:00:00,1.59,-12.80
2023-02-28 09:00:00,1.67,-14.00
2023-02-28 10:00:00,1.61,1.62
2023-02-28 11:00:00,1.62,-20.54
2023-02-28 12:00:00,1.68,-26.75
2023-02-28 13:00:00,,1.56
2023-02-28 14:00:00,1.49,15.84
2023-02-28 15:00:00,1.59,-30.26
2023-02-28 16:00:00,1.54,-12.76
2023-02-28 17:00:00,1.64,-10.71
2023-02-28 18:00:00,1.52,1.58
2023-02-28 19:00:00,1.48,1.58
2023-02-28 20:00:00,1.44,13.57
2023-02-28 21:00:00,1.56,-2.53
2023-02-28 22:00:00,1.50,11.81
2023-02-28 23:00:00,1.52,6.67
2023-03-01 00:00:00,1.42,7.18
2023-03-01 01:00:00,,1.55
2023-03-01 02:00:00,1.49,-3.02
2023-03-01 03:00:00,1.35,1.57
2023-03-01 04:00:00,1.59,-0.20
2023-03-01 05:00:00,,1.62
